index,sentence,label,score
42,of-breed network security and IT infrastructure powered by Infosys Cobalt.,POSITIVE,0.8383788
43,There are examples like this all across the spectrum in different sectors and that are driving,POSITIVE,0.9235286
44,Infosys Cobalt into the market.,POSITIVE,0.7991099
45,Clients continue to place an immense amount of trust and confidence in Infosys to help accelerate,NEGATIVE,0.8893091
46,"their digital transformation agenda, both on efficiency and the growth dimension of their business.",POSITIVE,0.84697986
47,The strong growth we have seen in the quarter lays a robust foundation for the year.,NEGATIVE,0.94552904
48,"Growth continues to remain broad-based across the segments, service lines and geographies.",NEGATIVE,0.8018419
49,Each of our business segments grew in double-digits with several of them growing at 25% or,NEGATIVE,0.8897203
50,higher.,POSITIVE,0.6258535
51,In terms of geography the U.S. geography grew at 18.4% and Europe grew at 33.2%.,POSITIVE,0.83688307
52,This,POSITIVE,0.87451565
53,indicates a healthy demand environment and is a reflection of how our industry-leading digital,NEGATIVE,0.5185491
54,capabilities are relevant for our clients.,POSITIVE,0.72608626
55,Our Digital revenues were 61% of the total and grew at 37.5% in the quarter in constant currency,NEGATIVE,0.70638984
56,terms.,POSITIVE,0.9442377
57,"Within digital, our cloud work continues to grow faster, with our Cobalt cloud capability",NEGATIVE,0.851311
58,seeing significant traction with our clients.,NEGATIVE,0.9504357
59,Our overall pipeline remains strong.,NEGATIVE,0.94817054
60,"We do see pockets of weakness, for example in the area of",NEUTRAL,0.9094166
61,mortgages in Financial Services.,POSITIVE,0.9265858
62,We keep a close watch on the evolving macro environment in,POSITIVE,0.8705738
63,terms of the changes to the pipeline.,POSITIVE,0.93534905
64,"Within our pipeline, we also have focus in addition to the",POSITIVE,0.71840113
65,growth areas in digital and cloud to the cost areas through automation and AI.,POSITIVE,0.6986004
66,Our operating margins were at 20%.,POSITIVE,0.7152327
67,We have completed the majority of our compensation review,POSITIVE,0.8285769
68,for this year.,POSITIVE,0.9386836
69,"Nilanjan, will also provide more details on the overall margin update.",POSITIVE,0.94164735
70,Some other highlights of our results are,POSITIVE,0.8972853
71,-,POSITIVE,0.8929749
72,We signed 19 large deals with a TCV of $1.69 bn.,NEGATIVE,0.80175024
73,This is comprises of 50% net new work,POSITIVE,0.8792683
74,-,POSITIVE,0.8929749
75,Our onsite mix was at 24.3%,POSITIVE,0.9329936
76,-,POSITIVE,0.8929749
77,"As we build capacity for the future, our utilization was at healthy levels of 84.7%",NEGATIVE,0.9308499
78,-,POSITIVE,0.8929749
79,Our free cash flow was strong at $656 mn,NEGATIVE,0.94905597
80,-,POSITIVE,0.8929749
81,Our quarterly attrition declined.,NEUTRAL,0.92284566
82,"Historically, Q1 attrition increases by three to four",NEGATIVE,0.55707633
83,"percentage points sequentially on a quarterly annualized basis; however, our attrition",POSITIVE,0.754368
84,declined by one percentage point on a sequential basis - reflecting the impact of various,NEUTRAL,0.91116273
85,initiatives we have put in place,POSITIVE,0.55578655
86,-,POSITIVE,0.8929749
87,"We had a net headcount increase of over 21,000 employees attracting leading talent from",NEGATIVE,0.95243084
88,"the market, which is a reflection of our enhanced recruitment capabilities, solid brand and",NEGATIVE,0.91065574
89,deeper penetration into various talent markets.,NEGATIVE,0.5981954
90,Our Cobalt Cloud capability continues to be market leading.,NEGATIVE,0.9240454
91,We have 360 technology and domain,POSITIVE,0.87040436
92,"solutions, five of our assets have over 50 clients each, we have 150 industry focused solutions, 20",POSITIVE,0.8451431
93,"Infosys living labs, 50 experimentation programs, and 60,000 knowledge assets.",POSITIVE,0.9456176
94,Our ‘One Infosys’ approach is serving us well to bring the best of Infosys and service to our client’s,NEGATIVE,0.74568087
95,needs.,POSITIVE,0.9110519
96,"Earlier this month we announced the acquisition of BASE Life Sciences, a Denmark-based",POSITIVE,0.92881054
97,technology and consulting firm in the life sciences industry.,POSITIVE,0.9333512
98,BASE brings to Infosys domain,POSITIVE,0.927802
99,"expertise in medical, digital marketing, clinical and regulatory areas.",POSITIVE,0.9172871
100,"With our strong growth in Q1 and our current outlook on demand opportunity and pipeline, we",NEGATIVE,0.92262065
101,"increase our revenue growth guidance which was at 13% to 15%, now to 14% to 16% for the full",NEGATIVE,0.9317402
102,year.,POSITIVE,0.86661196
103,We keep our margin guidance at 21% to 23%.,POSITIVE,0.92834276
104,"With the increased cost environment, we will",NEGATIVE,0.60432273
105,be at the lower end of this margin guidance.,POSITIVE,0.86911917
106,Thank you and with that let me hand it over to Nilanjan for his update.,POSITIVE,0.90068024
107,Nilanjan Roy,POSITIVE,0.8504617
108,morning.,POSITIVE,0.89645976
109,We had a strong start of FY2023 with a robust year-on-year growth of 21.4% in constant currency.,NEGATIVE,0.9557195
110,"All our business segments and major geos recorded double-digit growth with manufacturing,",NEGATIVE,0.9542372
111,communication and EURS along with Europe region recording 25% plus growth.,NEGATIVE,0.93507713
112,"Sequentially, revenue growth was 5.5% which was led by a healthy volume growth and some RPP",NEGATIVE,0.939816
113,benefits.,POSITIVE,0.9147683
114,Digital revenues now constitute 61% of total and grew by 37.5% in constant currency.,NEGATIVE,0.8315744
115,Client metrics were strong with increase in client counts across revenue buckets compared to the,NEGATIVE,0.95875263
116,previous year.,POSITIVE,0.81685203
117,Number of $50 mn clients increased by 10 to 69 creating the next potential,NEGATIVE,0.9427472
118,centurions.,POSITIVE,0.91678005
119,Number of $100 mn clients increased by 4 to 38 and the number of $200 mn clients,NEGATIVE,0.9504221
120,have grown by 6 in the last one year.,NEGATIVE,0.81548595
121,This reflects our ability to deepen mining across our large,NEGATIVE,0.8486133
122,clients.,POSITIVE,0.93062776
123,"We had another quarter of strong employee additions with over 21,000 to cater to the growth",NEGATIVE,0.94253236
124,opportunities ahead.,POSITIVE,0.78545475
125,The fresher addition was particularly strong which resulted in drop in,NEUTRAL,0.92972815
126,utilization to 84.7%.,NEGATIVE,0.948059
127,Onsite effort mix inched up to 24.3%.,NEGATIVE,0.95560527
128,Voluntary LTM attrition increased,NEUTRAL,0.69568413
129,marginally to 28.4%.,NEGATIVE,0.93277794
130,Quarterly annualized attrition declined another by 1% from Q4 levels despite,NEUTRAL,0.97219074
131,Q1 usually seeing an uptick due to seasonality.,NEUTRAL,0.7088531
132,As announced earlier we have given competitive salary increases for majority of employees from,NEGATIVE,0.9349415
133,April.,POSITIVE,0.80642694
134,"Given the supply tightness and high prevailing inflation, salary increases across all geos this",NEGATIVE,0.94343555
135,year are higher than historical levels.,NEGATIVE,0.883944
136,The increases vary based on job levels and performance of,POSITIVE,0.8824061
137,employees with top performers getting double-digit hikes.,NEUTRAL,0.9069462
138,Salary hike for other employees is being,NEUTRAL,0.5572173
139,done effective 1st July.,POSITIVE,0.92721367
140,"Q1 margin stood at 20%, a drop of 150 basis points versus previous quarter.",NEUTRAL,0.9764113
141,The major,POSITIVE,0.81297165
142,components of the sequential margin movements were as below:,POSITIVE,0.8863929
143,Headwinds of,NEUTRAL,0.7713957
144,-,POSITIVE,0.8929749
145,"1.6% due to salary increases,",NEGATIVE,0.71639264
146,-,POSITIVE,0.8929749
147,"0.4% due to drop in utilization as we create capacity for future,",NEUTRAL,0.97297215
148,-,POSITIVE,0.8929749
149,"0.3% due to increases in subcon, third party and other costs.",NEUTRAL,0.92526305
150,These were offset by tailwinds of,NEUTRAL,0.541378
151,-,POSITIVE,0.8929749
152,"0.5% due to increase in RPP from higher working days, a reversal of a client's contractual",NEGATIVE,0.8028862
153,provision in our FS segment partially offset by discounts.,NEGATIVE,0.82481813
154,-,POSITIVE,0.8929749
155,0.3% benefits from rupee depreciation benefits partially offset by cross-currency,NEGATIVE,0.8768564
156,headwinds.,NEUTRAL,0.9077859
157,Q1 EPS grew by 4.4% in rupee terms on a year-on-year basis.,NEGATIVE,0.9512563
158,Our balance sheet continues to be strong and debt-free.,NEGATIVE,0.9304531
159,Consolidated cash and investments were,POSITIVE,0.9502505
160,4.4 bn at the end of the quarter after returning more than $850 mn to the shareholders through,NEGATIVE,0.5797737
161,dividends.,POSITIVE,0.9295494
162,This has led to increase in ROE to 31%.,NEGATIVE,0.95188195
163,Free cash flow for the quarter was $656 mn which is a conversion of 95% of net profits.,POSITIVE,0.846948
164,Yield on,POSITIVE,0.9009545
165,cash balance remained stable at 5.3% in Q1.,NEGATIVE,0.53584105
166,DSO declined by 4 days sequentially to 63.,NEUTRAL,0.9483994
167,DSO,POSITIVE,0.8611178
168,including net unbilled was 82 days an increase of 1 day versus Q4.,NEGATIVE,0.93927664
169,Coming to segmental performance:,POSITIVE,0.8434953
170,We signed 19 large deals in Q1 with a TCV of $1.69 bn.,NEGATIVE,0.7509357
171,This comprises of the 50% net new.,POSITIVE,0.94264805
172,We,POSITIVE,0.8734777
173,"have signed 5 large deals in retail and CPG, 4 in Hi-Tech, 3 each in financial services and energy",NEGATIVE,0.6961766
174,utility resources and services and 2 each in manufacturing and communications verticals.,POSITIVE,0.93379945
175,Region-,POSITIVE,0.89848375
176,wise 15 were in Americas and 2 each in Europe and RoW.,POSITIVE,0.92568976
177,"In Financial Services clients continue to focus on digital customer experience, contact center",POSITIVE,0.8887335
178,transformation and virtual branches aimed at improving customer engagement.,NEGATIVE,0.52966994
179,While the order,POSITIVE,0.8355611
180,"pipeline remains strong across regions, we are seeing some slowness in mortgage industry and",NEUTRAL,0.80436456
181,lending business due to increased interest rates.,POSITIVE,0.78640306
182,We remain watchful of impacts of emerging,POSITIVE,0.9097899
183,global developments on budget for clients.,POSITIVE,0.9246131
184,In the retail segment the pace of Digital transformation large-scale cost breakouts and improving,NEGATIVE,0.6888981
185,business resilience continues to be on the rise across various subsegments.,NEGATIVE,0.94390994
186,Our focus on,POSITIVE,0.903254
187,proactive engagement has helped us in creating a robust pipeline.,NEGATIVE,0.91332024
188,Clients are monitoring the,POSITIVE,0.92994595
189,emerging macro situation and the impact of that on their business.,NEUTRAL,0.49171212
190,In communications segment clients are focused on rapid digitization and protecting their assets,POSITIVE,0.832289
191,"from cyber threats, we see enormous potential to partner with them both on the digital",NEGATIVE,0.8981494
192,transformation agenda as well as in the cost takeout front.,POSITIVE,0.87099123
193,"Deal pipeline in energies, utilities, resources and services segments comprises of opportunities",POSITIVE,0.9293143
194,"around cost takeouts, vendor consolidation, digital transformation, cloud-led transformation and",POSITIVE,0.9314444
195,asset monetization across industry sub-verticals.,POSITIVE,0.9409114
196,Manufacturing segment is seeing broad-based growth across geographies and industry sub-,NEGATIVE,0.9416612
197,verticals.,POSITIVE,0.91486186
198,"The sector has seen traction across energy, IoT, supply chain, cloud ERP and",NEGATIVE,0.93608046
199,accelerated cloud adoption.,NEGATIVE,0.8278531
200,"In Q1 we have been ranked as leader in 9 ratings in the areas of Oracle Cloud, SAP S/4HANA,",NEGATIVE,0.8934072
201,"Public Cloud, Industry 4.0, employee experience and automation services.",POSITIVE,0.9380234
202,"In this supply constrained environment, we continue to invest in our growth momentum which",NEGATIVE,0.888519
203,"requires us to hire premium, skill talent while simultaneously investing in existing employees",POSITIVE,0.6895317
204,through competitive compensation increases across geos.,NEGATIVE,0.9457698
205,"Additionally, we expect normalization of",NEGATIVE,0.9283651
206,costs like travel and other overheads.,NEUTRAL,0.5182358
207,We will continue to focus on various cost optimization,POSITIVE,0.8611378
208,"measures including rationalization of subcons, flattening of the pyramid, increasing automation,",NEGATIVE,0.8353876
209,reducing onsite mix and increasing pricing.,NEGATIVE,0.8956659
210,"Whilst we retain our operating margin guidance of 21% to 23%, we expect to be at the bottom end",NEUTRAL,0.9612461
211,of the range.,POSITIVE,0.9088794
212,The revenue guidance for the year has been revised to 14% to 16% from 13% to,NEUTRAL,0.76524407
213,15% earlier.,POSITIVE,0.7693698
214,With that we can open the call for questions.,POSITIVE,0.9102474
215,Moderator,POSITIVE,0.87275183
216,Thank you very much.,POSITIVE,0.7809915
217,Ladies and gentlemen we will now begin the question and answer session.,POSITIVE,0.93876237
218,Our first question is from the line of Surendra Goyal from Citi Group.,POSITIVE,0.93924487
219,Please go ahead.,POSITIVE,0.9280336
220,Surendra Goyal,POSITIVE,0.8836405
221,Thanks for that.,POSITIVE,0.709541
222,Good morning just a couple of questions from my side.,POSITIVE,0.8770923
223,Firstly a clarification.,POSITIVE,0.9101472
224,"Nilanjan, I believe you said that the contractual provision was largely offset by discounts.",POSITIVE,0.8283623
225,Could,POSITIVE,0.88395935
226,you please clarify a bit.,POSITIVE,0.9218343
227,Did you mean discounts to the same client or discounts in general?,POSITIVE,0.91637146
228,Curious because on one hand we are talking of a strong demand environment and potential price,POSITIVE,0.58517677
229,hikes and at the same time we are also talking of discounts?,POSITIVE,0.8372919
230,Nilanjan Roy,POSITIVE,0.8504617
231,The comment was 0.5% increase in RPP is a combination of three to four elements – higher,POSITIVE,0.93818766
232,"working days, the client contraction provision reversal benefits partially offset by discount.",POSITIVE,0.44113508
233,So it is,POSITIVE,0.9102242
234,not a direct linkage of discounts and client contractual provisions.,POSITIVE,0.92678815
235,It is not to the same client.,POSITIVE,0.910292
236,These are generic discounts and these automatically keep on coming.,POSITIVE,0.8914607
237,"But, like I said discounts",POSITIVE,0.87142175
238,have come down as we have started negotiating with our clients in terms of pricing but that is the,NEUTRAL,0.8295479
239,net impact of all these.,POSITIVE,0.9077297
240,Surendra Goyal,POSITIVE,0.8836405
241,"Just another question on margin down 360 bps year-over-year, operating profit growth Y-o-Y is",NEUTRAL,0.9272837
242,worse in historical trends despite all the strong demand and growth we are talking about.,NEUTRAL,0.815315
243,So if you,POSITIVE,0.90928346
244,"just think about this 360 basis point decline, how much of that is really investment which you think",NEUTRAL,0.5613527
245,can be recouped as we go forward from here?,POSITIVE,0.8138135
246,Nilanjan Roy,POSITIVE,0.8504617
247,"When we were 360 bps down, we knew we were having some benefits in a way - our utilization",NEGATIVE,0.7836808
248,"was very high it was 88%, we have never operated at that level before, the benefits of travel etc.",POSITIVE,0.6593587
249,Now we are seeing more and more of that has been coming back.,POSITIVE,0.51263773
250,So that is something which we,POSITIVE,0.88454294
251,were well aware of in last year.,POSITIVE,0.8965547
252,"But as we see the demand volume ahead, I think we are very clear",NEGATIVE,0.74713725
253,"that in terms of our ability to support this demand first we have to hire, we have to pay",POSITIVE,0.73267084
254,competitively.,POSITIVE,0.909207
255,So we actually did two wage hikes in calendar year 2021 and now this year we have,NEGATIVE,0.5995781
256,already rolled out in April.,POSITIVE,0.87544525
257,So within one and a half year we have done three substantial CRs and,POSITIVE,0.87871
258,actually in September last year also we did a skill based increase.,NEGATIVE,0.61833763
259,So we have been continuously,POSITIVE,0.7637187
260,investing behind that and we know that to capitalize this demand we have to pay for premium,POSITIVE,0.7618897
261,skills.,POSITIVE,0.9076056
262,We have to go behind the volume.,POSITIVE,0.7942391
263,Comparing subcontractor costs - perhaps from an,NEGATIVE,0.48296642
264,"industry leading 6.5% position we are closer to 11% now, but again these are something we know",NEGATIVE,0.542406
265,over a period of time we have a lot of optimization levers.,POSITIVE,0.8502779
266,We do not want to leave a five-year,POSITIVE,0.76591164
267,demand on the table because of short-term cost pressures and these we can optimize over this,NEGATIVE,0.5101304
268,year and over the future as well.,POSITIVE,0.92913693
269,So in that sense we are quite confident and that is why we have,POSITIVE,0.66703093
270,talked about 21% to 23% range and we will be at the bottom end of the range.,POSITIVE,0.8909451
271,Of course if we are,POSITIVE,0.90320647
272,"20% today, we will see that improvement as the year progresses.",NEGATIVE,0.95138013
273,Surendra Goyal,POSITIVE,0.8836405
274,Sure thanks for that I will get back in the queue.,POSITIVE,0.82918555
275,Moderator,POSITIVE,0.87275183
276,ahead.,POSITIVE,0.8797629
277,Moshe Katri,POSITIVE,0.90195084
278,Thanks.,POSITIVE,0.8105389
279,Spectacular numbers especially on revenues side of the business.,NEGATIVE,0.881802
280,Just a follow-up to the,POSITIVE,0.93218493
281,last topic or question about margins.,POSITIVE,0.9146047
282,We are getting a lot of pushbacks on that.,NEUTRAL,0.77610856
283,From your,POSITIVE,0.8788777
284,"perspective looking at the levers that you highlighted, what do you think is the biggest potential",POSITIVE,0.9166301
285,lever here for you to be able to catch up to the margin range that you mentioned and then I have a,POSITIVE,0.7547231
286,follow-up after that.,POSITIVE,0.93932027
287,Nilanjan Roy,POSITIVE,0.8504617
288,"Firstly if you see, how our margin profile, has changed, so one, of course has been this utilization",POSITIVE,0.86154526
289,"and in fact, 21,000+ net adds during the quarter which is well above our volumes and that is to",NEGATIVE,0.8398166
290,create the buffer.,POSITIVE,0.92596215
291,"So when we put in freshers, we train them and then over a period of time, we are",POSITIVE,0.9219639
292,able to put them into production.,POSITIVE,0.7930211
293,So you cannot just have higher freshers and expect them to start,POSITIVE,0.8668545
294,contributing from day 1.,POSITIVE,0.93642807
295,We are very vigilant about that.,POSITIVE,0.87994057
296,They go through mandatory training in,POSITIVE,0.92305017
297,"Myosre, and then we put them into projects.",POSITIVE,0.94381255
298,So that is one big part of where we think we can start,POSITIVE,0.8388901
299,improving.,NEGATIVE,0.7584482
300,"As the hiring catches up automatically, you will see the stabilization of subcon costs,",NEGATIVE,0.8674755
301,"which as percentage of revenue, you are seeing this increase every quarter.",NEGATIVE,0.8952265
302,While we have seen it,POSITIVE,0.7364676
303,"flattening out and over the future, as we got our recruitments done and we are able to hire fresher,",NEGATIVE,0.94394535
304,we should see benefits coming out of that.,NEGATIVE,0.8490309
305,Pyramid benefits will continue to happen for us.,NEGATIVE,0.67253023
306,While we are seeing some adverse impact from,NEUTRAL,0.6077868
307,"the onsite movement, this is largely as travel overseas starts, but we think this is more of a",POSITIVE,0.91532964
308,"aberration in terms of uptick, because the inherent story of taking cost out and having a more",POSITIVE,0.71978664
309,offshore mix in the entire cost optimization will come into benefits especially in this environment,NEGATIVE,0.8160073
310,where cost take out is becoming a big theme across our clients.,POSITIVE,0.89996946
311,"So, we know we can have",POSITIVE,0.63622284
312,multiple areas.,POSITIVE,0.9304798
313,"Pricing is another thing, which we have been talking about.",POSITIVE,0.9242715
314,We have seen less impact of,POSITIVE,0.52625644
315,"discounts, etc., we are going back to clients in terms of COLA adjustments at the time of renewals.",POSITIVE,0.94331163
316,"Now these are much more longer-term impact decisions, but I think at least the conversations",POSITIVE,0.87837106
317,have started in right direction across all the segments and you can hear similar commentary,POSITIVE,0.87447476
318,across.,POSITIVE,0.9253965
319,So I think these are the areas we continue to focus on and are something we have done,POSITIVE,0.8429165
320,over the years.,POSITIVE,0.8798401
321,We continue to be very forceful in terms of our cost efficiency exercises.,NEGATIVE,0.8738686
322,Moshe Katri,POSITIVE,0.90195084
323,"Just as a follow-up, just remind us what is the sensitivity for margins versus utilization rates i.e.,",POSITIVE,0.9224239
324,100 basis points expansion in utilization rates what does it mean to margins in terms of sensitivity?,POSITIVE,0.86935794
325,Thank you.,POSITIVE,0.8234813
326,Nilanjan Roy,POSITIVE,0.8504617
327,"Yes, so I think it depends on by which levels we see utilization.",POSITIVE,0.9240954
328,"So, it is quite complicated if you",POSITIVE,0.8662207
329,"have a different utilization in onsite, different in offshore and then the impact of the freshers in the",POSITIVE,0.89190906
330,pyramid in that utilization.,POSITIVE,0.701986
331,"So, it is a bit complicated how the mix changes.",POSITIVE,0.8731538
332,I just cannot give you off,POSITIVE,0.8460983
333,"the cuff number of what 1% will lead to, but to give you the impact in this quarter, 40 basis points",POSITIVE,0.9396485
334,because of utilization on margins.,POSITIVE,0.44428787
335,Moshe Katri,POSITIVE,0.90195084
336,All right thanks for the color.,NEGATIVE,0.7194756
337,Moderator,POSITIVE,0.87275183
338,ahead.,POSITIVE,0.8797629
339,Kumar Rakesh,POSITIVE,0.89458907
340,Good morning.,POSITIVE,0.79628694
341,Thank you for taking my question.,POSITIVE,0.832997
342,My first question was continuation on the margin,POSITIVE,0.9056697
343,side.,POSITIVE,0.91379887
344,"At the end of the fourth quarter, and not just Infosys but across the industry what the",POSITIVE,0.91753554
345,management commentary had indicated compared to that the margin performance appears to be,NEGATIVE,0.8214921
346,a sharper decline.,NEUTRAL,0.92876166
347,Now Salil what do you think could be the reason behind that?,POSITIVE,0.9045118
348,Is it driven by,POSITIVE,0.9084127
349,higher than expected demand and higher use of subcontracting than what you are planning early,NEGATIVE,0.8707864
350,or is it more supply side driven that the fresher was higher than what we had planned for through,POSITIVE,0.73989195
351,the quarter?,POSITIVE,0.78111
352,Nilanjan Roy,POSITIVE,0.8504617
353,Are you talking about us in particular about the industry?,POSITIVE,0.9303112
354,Kumar Rakesh,POSITIVE,0.89458907
355,Anything whatever you could give us color on because the trend has been very similar to yourself.,POSITIVE,0.8696494
356,Nilanjan Roy,POSITIVE,0.8504617
357,"Yes, so we do not operate in a vacuum and this industry also does not operate in a vacuum.",POSITIVE,0.8920479
358,The,POSITIVE,0.78029454
359,"attrition trends are pretty much similar across industries but the good news, like you said is that",NEGATIVE,0.49060106
360,attrition is coming down.,NEUTRAL,0.9395018
361,Our quarter attrition figure is actually below our LTM figures and as Salil,NEUTRAL,0.90140116
362,"said we are 1% down on a sequential basis, we were 5% down in the previous quarter and we",NEUTRAL,0.96513444
363,were flat the earlier quarter.,NEUTRAL,0.8847185
364,The reported LTM is more of a catch-up effect and in that sense you,POSITIVE,0.90268844
365,will see stabilization.,POSITIVE,0.49688098
366,The freshers will start coming in and getting permeated.,POSITIVE,0.7078034
367,So that benefit in a,POSITIVE,0.69143707
368,way should start creeping into the cost structure because at the end of the day if you are putting,POSITIVE,0.8805109
369,"freshers we have less attrition, the fresh hikes which you have to give for lateral hirers should",POSITIVE,0.73185086
370,"come down, joining bonuses impact should come down.",POSITIVE,0.5192435
371,So these are the things which can play in,POSITIVE,0.9331339
372,our favour.,POSITIVE,0.90443313
373,You have seen these numbers of decline pretty much across industries.,NEUTRAL,0.93581444
374,I think we,POSITIVE,0.8203728
375,"have a very, very sharp cost optimization program in a way which will go and offset these",NEGATIVE,0.8204584
376,headwinds.,NEUTRAL,0.9077859
377,Kumar Rakesh,POSITIVE,0.89458907
378,Got it.,POSITIVE,0.8938929
379,So it appears the supply side pressure was higher than what we were earlier expecting.,NEGATIVE,0.6907204
380,My,POSITIVE,0.8701355
381,second question was on the acquisition.,POSITIVE,0.90700245
382,Nilanjan Roy,POSITIVE,0.8504617
383,I think there is no question about that.,POSITIVE,0.9062957
384,"You see our attrition and the net adds, the gross hiring has",NEUTRAL,0.9040808
385,been very well and of course in that sense in terms of our stretches and all we have to offer.,NEGATIVE,0.5037534
386,So it,POSITIVE,0.9131866
387,is an overall industry issues led from the demand side.,POSITIVE,0.69709224
388,Kumar Rakesh,POSITIVE,0.89458907
389,Thanks.,POSITIVE,0.8105389
390,My second question was on BASE acquisition.,POSITIVE,0.92113996
391,So we already have a pretty strong life,NEGATIVE,0.84829986
392,"sciences practice with more than $1 bn scale, so what exactly we are looking and targeting to get",POSITIVE,0.9344024
393,help from this acquisition?,POSITIVE,0.8855433
394,Salil Parekh,POSITIVE,0.8668303
395,On BASE there are multiple things.,POSITIVE,0.8731111
396,This is a business which is very high end in the life sciences,POSITIVE,0.86661947
397,area.,POSITIVE,0.91225576
398,When we launched our strategy a few weeks ago just at the start of the quarter we had,POSITIVE,0.8516503
399,shared also a new focus or an expanded focus on Europe.,POSITIVE,0.820216
400,Denmark for us is a very strategic,POSITIVE,0.81777376
401,"market, the whole Scandinavian market is a very strategic market for us.",POSITIVE,0.82597816
402,So that is the second,POSITIVE,0.89408463
403,area that it benefits us.,NEGATIVE,0.6218938
404,We also see clients are using the capabilities of BASE as a starting point,NEGATIVE,0.7321782
405,"and then that leads to large technology transformation, digital transformation and that helps us",POSITIVE,0.66282713
406,overall in terms of scaling up that segment.,POSITIVE,0.60809165
407,That is a segment which we feel is a strong segment,NEGATIVE,0.8894323
408,for the future and where in our view underweight in percentage terms.,POSITIVE,0.8700488
409,So we want to enhance that,NEGATIVE,0.52674323
410,with these existing capabilities.,NEGATIVE,0.5198164
411,Kumar Rakesh,POSITIVE,0.89458907
412,Got it thanks a lot for that Salil.,NEGATIVE,0.78877544
413,Moderator,POSITIVE,0.87275183
414,Keith Bachman,POSITIVE,0.9043514
415,Thank you very much.,POSITIVE,0.7809915
416,My first question is I wanted to get your views on how you think wage,POSITIVE,0.9268643
417,inflation will impact the balance of the year.,NEUTRAL,0.8192644
418,And what are the tensions on that to your margin,POSITIVE,0.9168601
419,model?,POSITIVE,0.89679015
420,"So you mentioned that attrition has in fact moved lower, do you think attrition continues to",NEUTRAL,0.7608093
421,"move lower and how do you think wage inflation will unfold over the next about three, four quarters",POSITIVE,0.825267
422,and be a force in the gross margin equation and then will follow up?,POSITIVE,0.9144294
423,Nilanjan Roy,POSITIVE,0.8504617
424,I think like we started last year we were very clear that we have to be competitive in the market.,POSITIVE,0.6985284
425,"So, we did the first hike in January of 2021 then we did the next hike in July of 2021 then we did a",POSITIVE,0.7380306
426,follow-up on our talent in September of 2021.,POSITIVE,0.9463552
427,"In a way, we have not waited one year we have",POSITIVE,0.8897672
428,actually gone ahead and done our majority of our wage hike from 1st of April this year.,NEGATIVE,0.5910646
429,Increase,POSITIVE,0.8822053
430,for middle to higher level to senior force will happen in July but not the same margin impact of,POSITIVE,0.9071609
431,quarter one which was very broad based.,POSITIVE,0.906057
432,"Other than that, I think these are quite competitive and of course if you see in the mix, we also get",POSITIVE,0.77025735
